id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt2_es.txt	0	0	plástico elasticidad estudiante abrazadera datos
10700001	results/prompt_txt/Prompt2_es.txt	0	0	minutos diseño datos datos Procedimiento procedimiento
10700002	results/prompt_txt/Prompt2_es.txt	0	0	elasticidad mesa pesos mesa longitud datos muestras
10700003	results/prompt_txt/Prompt2_es.txt	0	0	resultados Procedimiento longitud resultados
10700004	results/prompt_txt/Prompt2_es.txt	0	0	mesa muestra conclusión plástico procedimiento
10700005	results/prompt_txt/Prompt2_es.txt	0	0	experimento resultados resultados conclusión
10700006	results/prompt_txt/Prompt2_es.txt	0	0	procedimiento validez Procedimiento plástico
10700007	results/prompt_txt/Prompt2_es.txt	0	0	conclusión datos conclusión elasticidad longitud
10700008	results/prompt_txt/Prompt2_es.txt	0	0	diseño polímeros plástico investigación abrazadera
10700009	results/prompt_txt/Prompt2_es.txt	0	0	experimento datos procedimiento Procedimiento
10700010	results/prompt_txt/Prompt2_es.txt	0	0	tipo abrazadera muestra muestra validez prueba
10700011	results/prompt_txt/Prompt2_es.txt	0	0	investigación Procedimiento prueba experimento
10700012	results/prompt_txt/Prompt2_es.txt	0	0	muestras resultados abrazadera prueba plásticos
10700013	results/prompt_txt/Prompt2_es.txt	0	0	muestra plástico tipo plástico plástico conclusión
10700014	results/prompt_txt/Prompt2_es.txt	0	0	polímeros investigación mesa pesos diseño tipo
10700015	results/prompt_txt/Prompt2_es.txt	0	0	conclusión estudiante experimento mesa muestra
10700016	results/prompt_txt/Prompt2_es.txt	0	0	conclusión Procedimiento mesa investigación estudiante
10700017	results/prompt_txt/Prompt2_es.txt	0	0	validez estudiante muestras experimento minutos
10700018	results/prompt_txt/Prompt2_es.txt	0	0	diseño borde muestras plástico diseño Procedimiento
10700019	results/prompt_txt/Prompt2_es.txt	0	0	conclusión abrazadera minutos conclusión Procedimiento
10700020	results/prompt_txt/Prompt2_es.txt	0	0	tipo datos estudiante resultados experimento
10700021	results/prompt_txt/Prompt2_es.txt	0	0	mesa datos Procedimiento minutos prueba prueba
10700022	results/prompt_txt/Prompt2_es.txt	0	0	datos plásticos abrazadera experimento minutos
10700023	results/prompt_txt/Prompt2_es.txt	0	0	polímeros formas validez prueba plásticos investigación
10700024	results/prompt_txt/Prompt2_es.txt	0	0	diseño Procedimiento borde plásticos plásticos
10700025	results/prompt_txt/Prompt2_es.txt	0	0	polímeros experimento investigación prueba validez
10700026	results/prompt_txt/Prompt2_es.txt	0	0	validez investigación plásticos tipo procedimiento
10700027	results/prompt_txt/Prompt2_es.txt	0	0	muestra mesa polímeros muestras muestra tipo
10700028	results/prompt_txt/Prompt2_es.txt	0	0	muestras resultados experimento investigación
10700029	results/prompt_txt/Prompt2_es.txt	0	0	resultados mesa elasticidad pesos plástico plástico
10700030	results/prompt_txt/Prompt2_es.txt	0	0	validez muestra investigación borde validez investigación
10700031	results/prompt_txt/Prompt2_es.txt	0	0	conclusión tipo longitud conclusión borde muestras
10700032	results/prompt_txt/Prompt2_es.txt	0	0	validez conclusión tipo procedimiento minutos
10700033	results/prompt_txt/Prompt2_es.txt	0	0	mesa prueba longitud datos pesos resultados experimento
10700034	results/prompt_txt/Prompt2_es.txt	0	0	minutos datos plásticos resultados formas tipo
10700035	results/prompt_txt/Prompt2_es.txt	0	0	abrazadera experimento conclusión Procedimiento
10700036	results/prompt_txt/Prompt2_es.txt	0	0	prueba longitud conclusión experimento tipo abrazadera
10700037	results/prompt_txt/Prompt2_es.txt	0	0	validez muestra tipo plástico Procedimiento validez
10700038	results/prompt_txt/Prompt2_es.txt	0	0	conclusión formas abrazadera mesa formas diseño
10700039	results/prompt_txt/Prompt2_es.txt	0	0	borde plástico formas elasticidad experimento
10700040	results/prompt_txt/Prompt2_es.txt	0	0	elasticidad tipo prueba plásticos diseño Procedimiento
10700041	results/prompt_txt/Prompt2_es.txt	0	0	diseño pesos muestras plástico tipo estudiante
10700042	results/prompt_txt/Prompt2_es.txt	0	0	minutos datos estudiante experimento elasticidad
10700043	results/prompt_txt/Prompt2_es.txt	0	0	longitud plásticos muestras procedimiento diseño
10700044	results/prompt_txt/Prompt2_es.txt	0	0	polímeros validez minutos longitud plástico experimento
10700045	results/prompt_txt/Prompt2_es.txt	0	0	resultados pesos formas prueba estudiante prueba
10700046	results/prompt_txt/Prompt2_es.txt	0	0	conclusión longitud estudiante formas mesa minutos
10700047	results/prompt_txt/Prompt2_es.txt	0	0	prueba prueba muestra borde formas diseño elasticidad
10700048	results/prompt_txt/Prompt2_es.txt	0	0	pesos experimento datos minutos muestras experimento
10700049	results/prompt_txt/Prompt2_es.txt	0	0	muestras mesa plástico pesos resultados estudiante
10700050	results/prompt_txt/Prompt2_es.txt	0	0	estudiante plástico investigación borde muestras
10700051	results/prompt_txt/Prompt2_es.txt	0	0	tipo mesa pesos plástico prueba longitud tipo
10700052	results/prompt_txt/Prompt2_es.txt	0	0	validez plástico borde prueba diseño borde pesos
10700053	results/prompt_txt/Prompt2_es.txt	0	0	estudiante plásticos experimento borde polímeros
10700054	results/prompt_txt/Prompt2_es.txt	0	0	elasticidad muestras longitud procedimiento plásticos
