id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt1_en.txt	0	0	label material procedure samples group material
10700001	results/prompt_txt/Prompt1_en.txt	0	0	label experiment experiment students containers
10700002	results/prompt_txt/Prompt1_en.txt	0	0	sample pieces water samples label students pieces
10700003	results/prompt_txt/Prompt1_en.txt	0	0	order pieces pieces samples material pieces Rain
10700004	results/prompt_txt/Prompt1_en.txt	0	0	table students container Rain containers investigation
10700005	results/prompt_txt/Prompt1_en.txt	0	0	pieces data minutes investigation mass samples
10700006	results/prompt_txt/Prompt1_en.txt	0	0	sample experiment containers students minutes
10700007	results/prompt_txt/Prompt1_en.txt	0	0	information vinegar Rain water information procedure
10700008	results/prompt_txt/Prompt1_en.txt	0	0	students water data Rain students hours order
10700009	results/prompt_txt/Prompt1_en.txt	0	0	mass data table containers experiment containers
10700010	results/prompt_txt/Prompt1_en.txt	0	0	container material order order group experiment
10700011	results/prompt_txt/Prompt1_en.txt	0	0	container table investigation container pieces
10700012	results/prompt_txt/Prompt1_en.txt	0	0	investigation samples experiment group procedure
10700013	results/prompt_txt/Prompt1_en.txt	0	0	Rain samples containers pieces container container
10700014	results/prompt_txt/Prompt1_en.txt	0	0	group minutes Rain group hours vinegar experiment
10700015	results/prompt_txt/Prompt1_en.txt	0	0	experiment material material group minutes container
10700016	results/prompt_txt/Prompt1_en.txt	0	0	mass vinegar information container information
10700017	results/prompt_txt/Prompt1_en.txt	0	0	information hours procedure pieces container
10700018	results/prompt_txt/Prompt1_en.txt	0	0	investigation label mass Rain students hours
10700019	results/prompt_txt/Prompt1_en.txt	0	0	order container material data students label
10700020	results/prompt_txt/Prompt1_en.txt	0	0	minutes group sample information information
10700021	results/prompt_txt/Prompt1_en.txt	0	0	hours experiment data group sample students Rain
10700022	results/prompt_txt/Prompt1_en.txt	0	0	table hours vinegar table mass water mass minutes
10700023	results/prompt_txt/Prompt1_en.txt	0	0	table students order hours students sample procedure
10700024	results/prompt_txt/Prompt1_en.txt	0	0	table sample information label group investigation
10700025	results/prompt_txt/Prompt1_en.txt	0	0	material experiment container containers information
10700026	results/prompt_txt/Prompt1_en.txt	0	0	samples vinegar table vinegar group label label
10700027	results/prompt_txt/Prompt1_en.txt	0	0	pieces label mass table material vinegar students
10700028	results/prompt_txt/Prompt1_en.txt	0	0	sample table students table procedure sample
10700029	results/prompt_txt/Prompt1_en.txt	0	0	data Rain vinegar container label vinegar sample
10700030	results/prompt_txt/Prompt1_en.txt	0	0	table vinegar samples investigation material
10700031	results/prompt_txt/Prompt1_en.txt	0	0	order data group water mass material samples
10700032	results/prompt_txt/Prompt1_en.txt	0	0	Rain experiment experiment label material information
10700033	results/prompt_txt/Prompt1_en.txt	0	0	pieces investigation information sample investigation
