id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt2_en.txt	0	0	plastic minutes polymer stretchability procedure
10700001	results/prompt_txt/Prompt2_en.txt	0	0	design samples types ways polymer polymer ways
10700002	results/prompt_txt/Prompt2_en.txt	0	0	minutes design types clamp minutes plastic ways
10700003	results/prompt_txt/Prompt2_en.txt	0	0	type ways types sample weights samples sample
10700004	results/prompt_txt/Prompt2_en.txt	0	0	investigation results procedure plastic type
10700005	results/prompt_txt/Prompt2_en.txt	0	0	validity plastics design trial validity table
10700006	results/prompt_txt/Prompt2_en.txt	0	0	data plastics clamp table side polymer polymer
10700007	results/prompt_txt/Prompt2_en.txt	0	0	edge polymer plastics stretchability edge minutes
10700008	results/prompt_txt/Prompt2_en.txt	0	0	samples plastic minutes minutes validity data
10700009	results/prompt_txt/Prompt2_en.txt	0	0	clamp data procedure clamp weights clamp investigation
10700010	results/prompt_txt/Prompt2_en.txt	0	0	design edge ways results minutes side ways student
10700011	results/prompt_txt/Prompt2_en.txt	0	0	design stretchability procedure minutes stretchability
10700012	results/prompt_txt/Prompt2_en.txt	0	0	samples length types types stretchability plastic
10700013	results/prompt_txt/Prompt2_en.txt	0	0	minutes results validity edge stretchability
10700014	results/prompt_txt/Prompt2_en.txt	0	0	table design polymer types length conclusion
10700015	results/prompt_txt/Prompt2_en.txt	0	0	results type student types data design side validity
10700016	results/prompt_txt/Prompt2_en.txt	0	0	types student student student results results
10700017	results/prompt_txt/Prompt2_en.txt	0	0	table student type sample plastics samples minutes
10700018	results/prompt_txt/Prompt2_en.txt	0	0	results trial procedure data trial side length
10700019	results/prompt_txt/Prompt2_en.txt	0	0	results length plastic investigation sample design
10700020	results/prompt_txt/Prompt2_en.txt	0	0	ways data ways types validity minutes type sample
10700021	results/prompt_txt/Prompt2_en.txt	0	0	investigation ways types type edge plastics minutes
10700022	results/prompt_txt/Prompt2_en.txt	0	0	samples edge type stretchability stretchability
10700023	results/prompt_txt/Prompt2_en.txt	0	0	edge procedure data polymer plastic stretchability
10700024	results/prompt_txt/Prompt2_en.txt	0	0	edge design validity edge ways data length polymer
10700025	results/prompt_txt/Prompt2_en.txt	0	0	trial type validity length types stretchability
10700026	results/prompt_txt/Prompt2_en.txt	0	0	side minutes procedure plastic samples table
10700027	results/prompt_txt/Prompt2_en.txt	0	0	clamp table length conclusion design validity
10700028	results/prompt_txt/Prompt2_en.txt	0	0	plastics length side samples design clamp polymer
10700029	results/prompt_txt/Prompt2_en.txt	0	0	clamp side ways results data student edge type
10700030	results/prompt_txt/Prompt2_en.txt	0	0	data samples ways type types investigation samples
10700031	results/prompt_txt/Prompt2_en.txt	0	0	edge data ways results sample trial clamp length
10700032	results/prompt_txt/Prompt2_en.txt	0	0	stretchability ways polymer stretchability trial
10700033	results/prompt_txt/Prompt2_en.txt	0	0	sample side plastic type validity ways conclusion
10700034	results/prompt_txt/Prompt2_en.txt	0	0	type stretchability conclusion stretchability
10700035	results/prompt_txt/Prompt2_en.txt	0	0	sample sample edge ways design results validity
10700036	results/prompt_txt/Prompt2_en.txt	0	0	results plastics investigation weights student
10700037	results/prompt_txt/Prompt2_en.txt	0	0	minutes clamp clamp edge edge table student polymer
