id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt1_en.txt	0	0	samples table investigation table hours sample
10700001	results/prompt_txt/Prompt1_en.txt	0	0	material material vinegar procedure water group
10700002	results/prompt_txt/Prompt1_en.txt	0	0	container experiment Rain pieces hours hours
10700003	results/prompt_txt/Prompt1_en.txt	0	0	container Rain container containers group pieces
10700004	results/prompt_txt/Prompt1_en.txt	0	0	water material table investigation container
10700005	results/prompt_txt/Prompt1_en.txt	0	0	students information water sample Rain experiment
10700006	results/prompt_txt/Prompt1_en.txt	0	0	hours table samples students minutes sample students
10700007	results/prompt_txt/Prompt1_en.txt	0	0	vinegar Rain experiment mass water samples container
10700008	results/prompt_txt/Prompt1_en.txt	0	0	sample label Rain information sample containers
10700009	results/prompt_txt/Prompt1_en.txt	0	0	procedure hours experiment group investigation
10700010	results/prompt_txt/Prompt1_en.txt	0	0	vinegar information data container label pieces
10700011	results/prompt_txt/Prompt1_en.txt	0	0	label procedure table group pieces data investigation
10700012	results/prompt_txt/Prompt1_en.txt	0	0	material investigation minutes table hours experiment
10700013	results/prompt_txt/Prompt1_en.txt	0	0	containers experiment information sample students
10700014	results/prompt_txt/Prompt1_en.txt	0	0	investigation data water order material students
10700015	results/prompt_txt/Prompt1_en.txt	0	0	hours information minutes mass mass Rain minutes
10700016	results/prompt_txt/Prompt1_en.txt	0	0	sample sample investigation order material label
10700017	results/prompt_txt/Prompt1_en.txt	0	0	procedure order mass sample data mass group samples
10700018	results/prompt_txt/Prompt1_en.txt	0	0	pieces order hours samples students material
10700019	results/prompt_txt/Prompt1_en.txt	0	0	container investigation order container table
10700020	results/prompt_txt/Prompt1_en.txt	0	0	samples order mass water Rain vinegar samples
10700021	results/prompt_txt/Prompt1_en.txt	0	0	mass container sample investigation students
10700022	results/prompt_txt/Prompt1_en.txt	0	0	container mass procedure investigation label
10700023	results/prompt_txt/Prompt1_en.txt	0	0	order vinegar pieces pieces mass material samples
10700024	results/prompt_txt/Prompt1_en.txt	0	0	data pieces mass pieces sample Rain vinegar hours
10700025	results/prompt_txt/Prompt1_en.txt	0	0	group container sample label hours group containers
10700026	results/prompt_txt/Prompt1_en.txt	0	0	data data containers hours hours container group
10700027	results/prompt_txt/Prompt1_en.txt	0	0	Rain procedure container minutes information
10700028	results/prompt_txt/Prompt1_en.txt	0	0	procedure Rain container investigation water
10700029	results/prompt_txt/Prompt1_en.txt	0	0	order experiment containers container information
10700030	results/prompt_txt/Prompt1_en.txt	0	0	material vinegar students experiment order mass
10700031	results/prompt_txt/Prompt1_en.txt	0	0	minutes table label container mass students order
10700032	results/prompt_txt/Prompt1_en.txt	0	0	investigation order investigation samples minutes
10700033	results/prompt_txt/Prompt1_en.txt	0	0	minutes order order table water group procedure
10700034	results/prompt_txt/Prompt1_en.txt	0	0	mass water label containers experiment pieces
10700035	results/prompt_txt/Prompt1_en.txt	0	0	table procedure label minutes water investigation
10700036	results/prompt_txt/Prompt1_en.txt	0	0	Rain Rain material procedure containers data
10700037	results/prompt_txt/Prompt1_en.txt	0	0	students water label students containers mass
10700038	results/prompt_txt/Prompt1_en.txt	0	0	hours label pieces material order sample vinegar
10700039	results/prompt_txt/Prompt1_en.txt	0	0	Rain label material investigation minutes samples
10700040	results/prompt_txt/Prompt1_en.txt	0	0	students data Rain pieces material samples order
10700041	results/prompt_txt/Prompt1_en.txt	0	0	containers experiment vinegar label label pieces
10700042	results/prompt_txt/Prompt1_en.txt	0	0	order samples containers information samples
10700043	results/prompt_txt/Prompt1_en.txt	0	0	table label experiment minutes label students
10700044	results/prompt_txt/Prompt1_en.txt	0	0	water pieces procedure container order data minutes
10700045	results/prompt_txt/Prompt1_en.txt	0	0	material minutes label samples sample mass hours
10700046	results/prompt_txt/Prompt1_en.txt	0	0	samples container table water minutes table order
10700047	results/prompt_txt/Prompt1_en.txt	0	0	water containers students label Rain material
10700048	results/prompt_txt/Prompt1_en.txt	0	0	pieces label Rain Rain information vinegar students
10700049	results/prompt_txt/Prompt1_en.txt	0	0	Rain information mass pieces material information
10700050	results/prompt_txt/Prompt1_en.txt	0	0	order sample minutes procedure students pieces
10700051	results/prompt_txt/Prompt1_en.txt	0	0	sample vinegar table mass sample group Rain pieces
10700052	results/prompt_txt/Prompt1_en.txt	0	0	containers minutes group experiment sample mass
10700053	results/prompt_txt/Prompt1_en.txt	0	0	pieces minutes water samples pieces data label
10700054	results/prompt_txt/Prompt1_en.txt	0	0	pieces data group label procedure students vinegar
10700055	results/prompt_txt/Prompt1_en.txt	0	0	investigation students samples pieces procedure
10700056	results/prompt_txt/Prompt1_en.txt	0	0	minutes students material material procedure
10700057	results/prompt_txt/Prompt1_en.txt	0	0	investigation containers hours hours Rain containers
10700058	results/prompt_txt/Prompt1_en.txt	0	0	information container information water procedure
10700059	results/prompt_txt/Prompt1_en.txt	0	0	minutes water Rain label experiment label containers
10700060	results/prompt_txt/Prompt1_en.txt	0	0	Rain material label experiment containers pieces
10700061	results/prompt_txt/Prompt1_en.txt	0	0	sample investigation samples investigation containers
10700062	results/prompt_txt/Prompt1_en.txt	0	0	information hours vinegar water containers water
10700063	results/prompt_txt/Prompt1_en.txt	0	0	group mass material minutes vinegar experiment
