id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt2_de.txt	0	0	Prozedur Polymerkunststoffe Kunststoffproben
10700001	results/prompt_txt/Prompt2_de.txt	0	0	Seite Schiller Polymerkunststoffe Validität Gewichte
10700002	results/prompt_txt/Prompt2_de.txt	0	0	Seite Validität Schülers Lange Klemme Versuchsaufbau
10700003	results/prompt_txt/Prompt2_de.txt	0	0	Plastikart Tisch Kunststoffprobe Untersuchung
10700004	results/prompt_txt/Prompt2_de.txt	0	0	Schlussfolgerung Daten Kunststoffs Seite Plastikart
10700005	results/prompt_txt/Prompt2_de.txt	0	0	Schiiler Wiederhole Tisch Plastikart Daten Validität
10700006	results/prompt_txt/Prompt2_de.txt	0	0	Polymerkunststoffe Lange Kunststoffprobe Kunststoff
10700007	results/prompt_txt/Prompt2_de.txt	0	0	Minuten Schiiler Ergebnisse Schiiler Kunststoffprobe
10700008	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Schiiler Kunststoffs Schiiler Kunststoffs
10700009	results/prompt_txt/Prompt2_de.txt	0	0	Polymer-Untersuchung Kunststoffs Lange Plastikart
10700010	results/prompt_txt/Prompt2_de.txt	0	0	Durchlauf Ergebnisse Ecke Schüler mm Ergebnisse
10700011	results/prompt_txt/Prompt2_de.txt	0	0	Klemme Kunststoffproben Polymerkunststoffe Validität
10700012	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Tisch Daten Prozedur mm Daten Schiller
10700013	results/prompt_txt/Prompt2_de.txt	0	0	Durchlauf Möglichkeiten Tisches Validität Schiiler
10700014	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffprobe Tisches Möglichkeiten Möglichkeiten
10700015	results/prompt_txt/Prompt2_de.txt	0	0	Polymerkunststoffe Tisch Kunststoffproben Untersuchung
10700016	results/prompt_txt/Prompt2_de.txt	0	0	Schlussfolgerung Schiller Fahre Dehnbarkeit Tisch
10700017	results/prompt_txt/Prompt2_de.txt	0	0	Polymerkunststoffe Tisches Gewichte Kunststoff
10700018	results/prompt_txt/Prompt2_de.txt	0	0	Möglichkeiten Tisches mm Schiller Kunststoffproben
10700019	results/prompt_txt/Prompt2_de.txt	0	0	Schüler Prozedur Gewichte Kunststoff Gewichte
10700020	results/prompt_txt/Prompt2_de.txt	0	0	Gewichte Dehnbarkeit Daten Kunststoffs mm Versuchsaufbau
10700021	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Seite Kunststoffproben Kunststoff
10700022	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffproben Schiller Schiller Schülers Ecke
10700023	results/prompt_txt/Prompt2_de.txt	0	0	Schlussfolgerung Klemme mm Untersuchung Aufgabe
10700024	results/prompt_txt/Prompt2_de.txt	0	0	Wiederhole Ecke Validität Tisches mm Durchlauf
10700025	results/prompt_txt/Prompt2_de.txt	0	0	Schüler Klemme Schiller Schüler Dehnbarkeit Polymer-Untersuchung
10700026	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Validität mm Prozedur Kunststoffproben
10700027	results/prompt_txt/Prompt2_de.txt	0	0	Dehnbarkeit Lange Daten Validität Schüler Daten
10700028	results/prompt_txt/Prompt2_de.txt	0	0	Schiller Dehnbarkeit Wiederhole Fahre Fahre Dehnbarkeit
10700029	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoff Daten Kunststoffprobe Schüler Klemme
10700030	results/prompt_txt/Prompt2_de.txt	0	0	Fahre mm Ecke Ecke Daten Kunststoffs mm Probe
10700031	results/prompt_txt/Prompt2_de.txt	0	0	Validität Schiller Fahre Tisch Schiller Kunststoffproben
10700032	results/prompt_txt/Prompt2_de.txt	0	0	Tisch Minuten Schülers Daten Lange Schlussfolgerung
10700033	results/prompt_txt/Prompt2_de.txt	0	0	Ergebnisse Fahre Gewichte Plastikart Möglichkeiten
10700034	results/prompt_txt/Prompt2_de.txt	0	0	Ecke Kunststoffproben Probe Wiederhole Polymerkunststoffe
10700035	results/prompt_txt/Prompt2_de.txt	0	0	Prozedur Versuchsaufbau Wiederhole Möglichkeiten
10700036	results/prompt_txt/Prompt2_de.txt	0	0	Schüler Versuchsaufbau Tisch Seite Aufgabe Aufgabe
10700037	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Lange Möglichkeiten Schülers Möglichkeiten
10700038	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Schlussfolgerung Versuchsaufbau Validität
10700039	results/prompt_txt/Prompt2_de.txt	0	0	Gewichte Kunststoffprobe Ergebnisse Wiederhole
10700040	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Minuten Tisches Kunststoffprobe Probe
10700041	results/prompt_txt/Prompt2_de.txt	0	0	Daten Lange Schiiler Daten Versuchsaufbau Validität
10700042	results/prompt_txt/Prompt2_de.txt	0	0	Tisch Probe Kunststoffprobe Klemme Daten Kunststoff
10700043	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoff Ecke Schülers Wiederhole Schiiler
10700044	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Tisches Ecke Lange Versuchsaufbau
10700045	results/prompt_txt/Prompt2_de.txt	0	0	Daten Validität Kunststoffproben Kunststoffproben
10700046	results/prompt_txt/Prompt2_de.txt	0	0	Schiiler Lange Schlussfolgerung Kunststoffproben
10700047	results/prompt_txt/Prompt2_de.txt	0	0	Lange Untersuchung Polymer-Untersuchung Fahre
10700048	results/prompt_txt/Prompt2_de.txt	0	0	Polymer-Untersuchung Plastikart Schüler Schülers
10700049	results/prompt_txt/Prompt2_de.txt	0	0	Schlussfolgerung mm Dehnbarkeit Schiiler Schiller
10700050	results/prompt_txt/Prompt2_de.txt	0	0	Validität Lange Probe Tisch Möglichkeiten Lange
10700051	results/prompt_txt/Prompt2_de.txt	0	0	Plastikart Fahre Kunststoffprobe Kunststoffprobe
10700052	results/prompt_txt/Prompt2_de.txt	0	0	Prozedur Tisches Prozedur Möglichkeiten Prozedur
10700053	results/prompt_txt/Prompt2_de.txt	0	0	* Möglichkeiten Tisches Polymerkunststoffe Untersuchung
10700054	results/prompt_txt/Prompt2_de.txt	0	0	Klemme Polymer-Untersuchung Fahre Plastikart
10700055	results/prompt_txt/Prompt2_de.txt	0	0	Ergebnisse Klemme Durchlauf Probe Klemme Schiller
10700056	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffproben Validität Aufgabe Untersuchung
10700057	results/prompt_txt/Prompt2_de.txt	0	0	Wiederhole Tisch mm Polymer-Untersuchung Aufgabe
10700058	results/prompt_txt/Prompt2_de.txt	0	0	Lange Ergebnisse Polymer-Untersuchung Schülers
10700059	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffprobe Schüler Lange Validität Schiiler
10700060	results/prompt_txt/Prompt2_de.txt	0	0	Schiiler Möglichkeiten Kunststoffproben Prozedur
10700061	results/prompt_txt/Prompt2_de.txt	0	0	Fahre Validität Aufgabe Prozedur Kunststoffprobe
10700062	results/prompt_txt/Prompt2_de.txt	0	0	Tisch Klemme Klemme Minuten Kunststoffs Kunststoff
10700063	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffproben Validität Möglichkeiten Lange
10700064	results/prompt_txt/Prompt2_de.txt	0	0	Polymer-Untersuchung Polymerkunststoffe Untersuchung
10700065	results/prompt_txt/Prompt2_de.txt	0	0	Durchlauf Plastikart Untersuchung Klemme Schüler
10700066	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoffs Validität Möglichkeiten Plastikart
10700067	results/prompt_txt/Prompt2_de.txt	0	0	Polymer-Untersuchung Kunststoffproben Schüler
10700068	results/prompt_txt/Prompt2_de.txt	0	0	Kunststoff Dehnbarkeit Aufgabe Prozedur Schiller
10700069	results/prompt_txt/Prompt2_de.txt	0	0	Gewichte Daten Kunststoffproben Untersuchung
