id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt1_es.txt	0	0	masa horas muestras material procedimiento muestra
10700001	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes investigación material tabla masa
10700002	results/prompt_txt/Prompt1_es.txt	0	0	tabla Procedimiento muestras procedimiento grupo
10700003	results/prompt_txt/Prompt1_es.txt	0	0	tabla estudiantes tabla masa minutos procedimiento
10700004	results/prompt_txt/Prompt1_es.txt	0	0	grupo investigación minutos estudiantes necesitarías
10700005	results/prompt_txt/Prompt1_es.txt	0	0	horas grupo investigación necesitarías estudiantes
10700006	results/prompt_txt/Prompt1_es.txt	0	0	grupo investigación información recipiente información
10700007	results/prompt_txt/Prompt1_es.txt	0	0	recipiente material recipiente grupo minutos
10700008	results/prompt_txt/Prompt1_es.txt	0	0	grupo información recipientes horas información
10700009	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes horas masa material datos minutos
10700010	results/prompt_txt/Prompt1_es.txt	0	0	datos horas experimento procedimiento información
10700011	results/prompt_txt/Prompt1_es.txt	0	0	recipientes datos masa masa necesitarías muestras
10700012	results/prompt_txt/Prompt1_es.txt	0	0	muestras experimento agua muestra procedimiento
10700013	results/prompt_txt/Prompt1_es.txt	0	0	investigación recipientes datos recipientes experimento
10700014	results/prompt_txt/Prompt1_es.txt	0	0	recipientes horas horas investigación investigación
10700015	results/prompt_txt/Prompt1_es.txt	0	0	muestras minutos información recipiente masa
10700016	results/prompt_txt/Prompt1_es.txt	0	0	investigación masa datos información Procedimiento
10700017	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes necesitarías masa investigación tabla
10700018	results/prompt_txt/Prompt1_es.txt	0	0	muestras material información agua investigación
10700019	results/prompt_txt/Prompt1_es.txt	0	0	horas material horas investigación material agua
10700020	results/prompt_txt/Prompt1_es.txt	0	0	recipientes recipiente tabla horas datos minutos
10700021	results/prompt_txt/Prompt1_es.txt	0	0	minutos grupo necesitarías necesitarías minutos
10700022	results/prompt_txt/Prompt1_es.txt	0	0	información procedimiento recipientes datos masa
10700023	results/prompt_txt/Prompt1_es.txt	0	0	Procedimiento masa masa material recipientes
10700024	results/prompt_txt/Prompt1_es.txt	0	0	agua procedimiento investigación agua tabla muestras
10700025	results/prompt_txt/Prompt1_es.txt	0	0	material recipiente datos material experimento
10700026	results/prompt_txt/Prompt1_es.txt	0	0	muestras recipientes tabla minutos tabla masa
10700027	results/prompt_txt/Prompt1_es.txt	0	0	datos Procedimiento recipiente tabla Procedimiento
10700028	results/prompt_txt/Prompt1_es.txt	0	0	procedimiento muestras datos estudiantes recipiente
10700029	results/prompt_txt/Prompt1_es.txt	0	0	procedimiento grupo Procedimiento masa procedimiento
10700030	results/prompt_txt/Prompt1_es.txt	0	0	datos investigación Procedimiento material información
10700031	results/prompt_txt/Prompt1_es.txt	0	0	masa recipientes minutos necesitarías grupo muestra
10700032	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes Procedimiento recipiente investigación
10700033	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes masa Procedimiento experimento muestra
10700034	results/prompt_txt/Prompt1_es.txt	0	0	tabla procedimiento investigación agua tabla
10700035	results/prompt_txt/Prompt1_es.txt	0	0	información estudiantes masa horas procedimiento
10700036	results/prompt_txt/Prompt1_es.txt	0	0	información muestra agua tabla masa material
10700037	results/prompt_txt/Prompt1_es.txt	0	0	horas agua muestra procedimiento minutos Procedimiento
10700038	results/prompt_txt/Prompt1_es.txt	0	0	información experimento muestras recipientes
10700039	results/prompt_txt/Prompt1_es.txt	0	0	recipientes grupo necesitarías muestra investigación
10700040	results/prompt_txt/Prompt1_es.txt	0	0	datos investigación recipiente recipientes recipiente
10700041	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes información grupo grupo horas horas
10700042	results/prompt_txt/Prompt1_es.txt	0	0	información información datos experimento horas
10700043	results/prompt_txt/Prompt1_es.txt	0	0	material necesitarías Procedimiento recipiente
10700044	results/prompt_txt/Prompt1_es.txt	0	0	minutos minutos recipientes recipiente necesitarías
10700045	results/prompt_txt/Prompt1_es.txt	0	0	experimento experimento investigación minutos
10700046	results/prompt_txt/Prompt1_es.txt	0	0	estudiantes estudiantes masa material recipientes
10700047	results/prompt_txt/Prompt1_es.txt	0	0	muestras experimento experimento masa minutos
10700048	results/prompt_txt/Prompt1_es.txt	0	0	procedimiento investigación muestra grupo procedimiento
10700049	results/prompt_txt/Prompt1_es.txt	0	0	recipientes masa tabla material agua investigación
10700050	results/prompt_txt/Prompt1_es.txt	0	0	tabla muestras necesitarías datos muestras estudiantes
10700051	results/prompt_txt/Prompt1_es.txt	0	0	datos horas procedimiento agua estudiantes información
10700052	results/prompt_txt/Prompt1_es.txt	0	0	datos recipientes estudiantes recipientes necesitarías
10700053	results/prompt_txt/Prompt1_es.txt	0	0	recipiente estudiantes muestras recipientes necesitarías
10700054	results/prompt_txt/Prompt1_es.txt	0	0	grupo muestra investigación grupo horas necesitarías
10700055	results/prompt_txt/Prompt1_es.txt	0	0	masa masa minutos muestra material necesitarías
10700056	results/prompt_txt/Prompt1_es.txt	0	0	datos necesitarías recipiente agua muestras datos
10700057	results/prompt_txt/Prompt1_es.txt	0	0	necesitarías grupo recipientes información datos
10700058	results/prompt_txt/Prompt1_es.txt	0	0	material recipientes recipiente grupo estudiantes
10700059	results/prompt_txt/Prompt1_es.txt	0	0	tabla agua muestra experimento información agua
10700060	results/prompt_txt/Prompt1_es.txt	0	0	material horas recipiente recipientes masa recipientes
10700061	results/prompt_txt/Prompt1_es.txt	0	0	información experimento procedimiento experimento
10700062	results/prompt_txt/Prompt1_es.txt	0	0	agua recipiente estudiantes muestras información
10700063	results/prompt_txt/Prompt1_es.txt	0	0	información muestras necesitarías procedimiento
10700064	results/prompt_txt/Prompt1_es.txt	0	0	procedimiento experimento Procedimiento grupo
