id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt1_fr.txt	0	0	minutes masse calcaire départ EXERCICE information
10700001	results/prompt_txt/Prompt1_fr.txt	0	0	eau échantillon tableau opération eau l’ échantillon
10700002	results/prompt_txt/Prompt1_fr.txt	0	0	départ l’ tableau opération matériau Différence
10700003	results/prompt_txt/Prompt1_fr.txt	0	0	expérience heures marbre contenants échantillons
10700004	results/prompt_txt/Prompt1_fr.txt	0	0	l’ données -13 départ procédure données opération
10700005	results/prompt_txt/Prompt1_fr.txt	0	0	besoin groupe opération matériau enquête l’ besoin
10700006	results/prompt_txt/Prompt1_fr.txt	0	0	masse tableau Exercice tableau données procédure
10700007	results/prompt_txt/Prompt1_fr.txt	0	0	procédure récipients vinaigre données marbre
10700008	results/prompt_txt/Prompt1_fr.txt	0	0	expérience groupe étudiants -13 vinaigre minutes
10700009	results/prompt_txt/Prompt1_fr.txt	0	0	informations tableau tableau données contenant
10700010	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire fin contenant étudiants matériau enquête
10700011	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants minutes éléments départ procédure tableau
10700012	results/prompt_txt/Prompt1_fr.txt	0	0	fin minutes échantillons bois -13 départ heures
10700013	results/prompt_txt/Prompt1_fr.txt	0	0	information eau heures marbre récipients opération
10700014	results/prompt_txt/Prompt1_fr.txt	0	0	fin -13 -13 échantillons marbre enquête minutes
10700015	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon information bois EXERCICE informations
10700016	results/prompt_txt/Prompt1_fr.txt	0	0	besoin étudiants fin heures expérience expérience
10700017	results/prompt_txt/Prompt1_fr.txt	0	0	informations EXERCICE données heures contenants
10700018	results/prompt_txt/Prompt1_fr.txt	0	0	expérience procédure EXERCICE eau départ matériau
10700019	results/prompt_txt/Prompt1_fr.txt	0	0	fin contenants information éléments contenant
10700020	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon eau opération l’ heures besoin heures
10700021	results/prompt_txt/Prompt1_fr.txt	0	0	EXERCICE échantillons échantillons expérience
10700022	results/prompt_txt/Prompt1_fr.txt	0	0	contenant récipients échantillons besoin informations
10700023	results/prompt_txt/Prompt1_fr.txt	0	0	g procédure procédure départ contenants Différence
10700024	results/prompt_txt/Prompt1_fr.txt	0	0	récipients calcaire données minutes échantillon
10700025	results/prompt_txt/Prompt1_fr.txt	0	0	contenants contenants masse procédure eau contenants
10700026	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice Exercice groupe contenants tableau EXERCICE
10700027	results/prompt_txt/Prompt1_fr.txt	0	0	éléments données bois procédure données données
10700028	results/prompt_txt/Prompt1_fr.txt	0	0	éléments départ opération opération besoin procédure
10700029	results/prompt_txt/Prompt1_fr.txt	0	0	récipients procédure contenants échantillons
10700030	results/prompt_txt/Prompt1_fr.txt	0	0	récipients bois Différence informations marbre
10700031	results/prompt_txt/Prompt1_fr.txt	0	0	heures masse eau étudiants tableau contenant
10700032	results/prompt_txt/Prompt1_fr.txt	0	0	tableau groupe échantillon Exercice l’ départ
10700033	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice minutes données procédure échantillon
10700034	results/prompt_txt/Prompt1_fr.txt	0	0	groupe masse contenant matériau procédure données
10700035	results/prompt_txt/Prompt1_fr.txt	0	0	besoin informations l’ besoin tableau fin informations
10700036	results/prompt_txt/Prompt1_fr.txt	0	0	bois besoin procédure expérience éléments bois
10700037	results/prompt_txt/Prompt1_fr.txt	0	0	éléments calcaire récipients masse Différence
10700038	results/prompt_txt/Prompt1_fr.txt	0	0	opération départ Exercice étudiants éléments
10700039	results/prompt_txt/Prompt1_fr.txt	0	0	vinaigre éléments récipients marbre informations
10700040	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire EXERCICE enquête données -13 bois tableau
10700041	results/prompt_txt/Prompt1_fr.txt	0	0	EXERCICE -13 récipients l’ marbre départ étudiants
10700042	results/prompt_txt/Prompt1_fr.txt	0	0	groupe matériau vinaigre besoin calcaire contenant
10700043	results/prompt_txt/Prompt1_fr.txt	0	0	récipients bois calcaire heures éléments fin
10700044	results/prompt_txt/Prompt1_fr.txt	0	0	Différence étudiants procédure données minutes
10700045	results/prompt_txt/Prompt1_fr.txt	0	0	information échantillons l’ données Différence
10700046	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice calcaire informations Différence enquête
10700047	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire récipients échantillon bois matériau
10700048	results/prompt_txt/Prompt1_fr.txt	0	0	bois Différence informations vinaigre contenant
10700049	results/prompt_txt/Prompt1_fr.txt	0	0	minutes échantillons -13 récipients récipients
10700050	results/prompt_txt/Prompt1_fr.txt	0	0	échantillons échantillon eau vinaigre échantillon
10700051	results/prompt_txt/Prompt1_fr.txt	0	0	matériau matériau matériau -13 Exercice départ
10700052	results/prompt_txt/Prompt1_fr.txt	0	0	vinaigre -13 récipients vinaigre expérience étudiants
10700053	results/prompt_txt/Prompt1_fr.txt	0	0	masse échantillon calcaire échantillon opération
10700054	results/prompt_txt/Prompt1_fr.txt	0	0	récipients échantillon éléments information éléments
10700055	results/prompt_txt/Prompt1_fr.txt	0	0	échantillons marbre procédure procédure récipients
10700056	results/prompt_txt/Prompt1_fr.txt	0	0	matériau besoin étudiants contenant calcaire
10700057	results/prompt_txt/Prompt1_fr.txt	0	0	enquête information fin échantillon vinaigre
10700058	results/prompt_txt/Prompt1_fr.txt	0	0	-13 procédure vinaigre informations heures minutes
10700059	results/prompt_txt/Prompt1_fr.txt	0	0	g matériau calcaire heures calcaire bois minutes
10700060	results/prompt_txt/Prompt1_fr.txt	0	0	récipients données Exercice -13 Différence échantillons
10700061	results/prompt_txt/Prompt1_fr.txt	0	0	contenants EXERCICE enquête échantillons Exercice
10700062	results/prompt_txt/Prompt1_fr.txt	0	0	procédure l’ information éléments besoin EXERCICE
10700063	results/prompt_txt/Prompt1_fr.txt	0	0	procédure tableau éléments départ information
10700064	results/prompt_txt/Prompt1_fr.txt	0	0	fin contenant l’ contenant départ information
10700065	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice échantillons expérience fin données
10700066	results/prompt_txt/Prompt1_fr.txt	0	0	enquête minutes opération calcaire information
10700067	results/prompt_txt/Prompt1_fr.txt	0	0	minutes échantillons matériau enquête eau -13
10700068	results/prompt_txt/Prompt1_fr.txt	0	0	contenants contenants informations vinaigre opération
10700069	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon informations étudiants enquête données
10700070	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire Différence enquête besoin opération
10700071	results/prompt_txt/Prompt1_fr.txt	0	0	expérience départ eau éléments minutes Exercice
10700072	results/prompt_txt/Prompt1_fr.txt	0	0	eau Exercice Exercice départ -13 l’ tableau étudiants
10700073	results/prompt_txt/Prompt1_fr.txt	0	0	groupe heures fin minutes éléments EXERCICE contenants
10700074	results/prompt_txt/Prompt1_fr.txt	0	0	procédure procédure données eau contenant masse
10700075	results/prompt_txt/Prompt1_fr.txt	0	0	départ récipients information masse opération
10700076	results/prompt_txt/Prompt1_fr.txt	0	0	expérience fin départ éléments l’ enquête vinaigre
10700077	results/prompt_txt/Prompt1_fr.txt	0	0	besoin informations expérience vinaigre eau données
10700078	results/prompt_txt/Prompt1_fr.txt	0	0	g l’ échantillons échantillons EXERCICE contenant
10700079	results/prompt_txt/Prompt1_fr.txt	0	0	expérience étudiants calcaire récipients l’ groupe
10700080	results/prompt_txt/Prompt1_fr.txt	0	0	Différence éléments calcaire contenant récipients
10700081	results/prompt_txt/Prompt1_fr.txt	0	0	g fin opération marbre récipients opération minutes
10700082	results/prompt_txt/Prompt1_fr.txt	0	0	tableau enquête besoin Exercice groupe matériau
10700083	results/prompt_txt/Prompt1_fr.txt	0	0	marbre Exercice départ contenants données heures
10700084	results/prompt_txt/Prompt1_fr.txt	0	0	fin -13 groupe départ eau -13 opération éléments
10700085	results/prompt_txt/Prompt1_fr.txt	0	0	groupe départ calcaire informations marbre masse
10700086	results/prompt_txt/Prompt1_fr.txt	0	0	g groupe masse opération vinaigre matériau bois
10700087	results/prompt_txt/Prompt1_fr.txt	0	0	échantillons heures éléments contenants contenant
10700088	results/prompt_txt/Prompt1_fr.txt	0	0	fin masse échantillons étudiants informations
10700089	results/prompt_txt/Prompt1_fr.txt	0	0	-13 besoin eau eau contenant procédure information
10700090	results/prompt_txt/Prompt1_fr.txt	0	0	bois vinaigre opération vinaigre contenant éléments
10700091	results/prompt_txt/Prompt1_fr.txt	0	0	groupe groupe l’ groupe procédure enquête EXERCICE
10700092	results/prompt_txt/Prompt1_fr.txt	0	0	éléments vinaigre marbre eau expérience enquête
10700093	results/prompt_txt/Prompt1_fr.txt	0	0	matériau EXERCICE éléments enquête vinaigre enquête
10700094	results/prompt_txt/Prompt1_fr.txt	0	0	eau besoin heures contenant procédure vinaigre
10700095	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice tableau groupe heures expérience masse
10700096	results/prompt_txt/Prompt1_fr.txt	0	0	minutes échantillons eau l’ matériau contenants
10700097	results/prompt_txt/Prompt1_fr.txt	0	0	données heures départ besoin opération minutes
10700098	results/prompt_txt/Prompt1_fr.txt	0	0	g l’ Différence étudiants échantillons bois fin
10700099	results/prompt_txt/Prompt1_fr.txt	0	0	minutes enquête vinaigre Exercice minutes matériau
10700100	results/prompt_txt/Prompt1_fr.txt	0	0	enquête récipients EXERCICE enquête besoin bois
10700101	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon contenants échantillons information
10700102	results/prompt_txt/Prompt1_fr.txt	0	0	données récipients échantillons données Différence
10700103	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire tableau enquête étudiants échantillons
10700104	results/prompt_txt/Prompt1_fr.txt	0	0	-13 enquête Exercice vinaigre informations bois
10700105	results/prompt_txt/Prompt1_fr.txt	0	0	contenants récipients marbre tableau enquête
10700106	results/prompt_txt/Prompt1_fr.txt	0	0	information Différence récipients tableau fin
10700107	results/prompt_txt/Prompt1_fr.txt	0	0	information départ données expérience opération
10700108	results/prompt_txt/Prompt1_fr.txt	0	0	expérience procédure échantillon matériau -13
10700109	results/prompt_txt/Prompt1_fr.txt	0	0	matériau contenants Différence Différence Différence
10700110	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants besoin groupe éléments procédure enquête
10700111	results/prompt_txt/Prompt1_fr.txt	0	0	l’ calcaire expérience besoin données échantillon
10700112	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice masse information Différence procédure
10700113	results/prompt_txt/Prompt1_fr.txt	0	0	récipients opération expérience information minutes
10700114	results/prompt_txt/Prompt1_fr.txt	0	0	éléments -13 heures données minutes groupe tableau
10700115	results/prompt_txt/Prompt1_fr.txt	0	0	g départ départ masse l’ vinaigre matériau tableau
10700116	results/prompt_txt/Prompt1_fr.txt	0	0	masse informations masse échantillon étudiants
10700117	results/prompt_txt/Prompt1_fr.txt	0	0	l’ EXERCICE fin bois éléments EXERCICE vinaigre
10700118	results/prompt_txt/Prompt1_fr.txt	0	0	g fin tableau échantillon échantillon opération
10700119	results/prompt_txt/Prompt1_fr.txt	0	0	bois Exercice EXERCICE bois échantillons éléments
10700120	results/prompt_txt/Prompt1_fr.txt	0	0	-13 minutes marbre bois EXERCICE opération contenant
10700121	results/prompt_txt/Prompt1_fr.txt	0	0	Exercice calcaire calcaire calcaire étudiants
10700122	results/prompt_txt/Prompt1_fr.txt	0	0	-13 -13 éléments heures -13 -13 calcaire heures
10700123	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon besoin échantillons données information
10700124	results/prompt_txt/Prompt1_fr.txt	0	0	information masse contenants minutes données
10700125	results/prompt_txt/Prompt1_fr.txt	0	0	fin marbre EXERCICE information informations
10700126	results/prompt_txt/Prompt1_fr.txt	0	0	l’ informations enquête contenant marbre marbre
10700127	results/prompt_txt/Prompt1_fr.txt	0	0	départ expérience Différence -13 eau tableau
10700128	results/prompt_txt/Prompt1_fr.txt	0	0	échantillon information groupe contenants échantillons
10700129	results/prompt_txt/Prompt1_fr.txt	0	0	étudiants fin récipients matériau expérience
10700130	results/prompt_txt/Prompt1_fr.txt	0	0	Différence marbre eau information étudiants heures
10700131	results/prompt_txt/Prompt1_fr.txt	0	0	contenant Exercice eau information EXERCICE calcaire
10700132	results/prompt_txt/Prompt1_fr.txt	0	0	fin bois fin Différence tableau minutes opération
10700133	results/prompt_txt/Prompt1_fr.txt	0	0	contenants procédure récipients contenants échantillon
10700134	results/prompt_txt/Prompt1_fr.txt	0	0	g vinaigre contenant besoin marbre opération
10700135	results/prompt_txt/Prompt1_fr.txt	0	0	enquête départ récipients groupe échantillons
10700136	results/prompt_txt/Prompt1_fr.txt	0	0	contenant étudiants Différence contenants contenants
10700137	results/prompt_txt/Prompt1_fr.txt	0	0	tableau minutes l’ Différence matériau étudiants
10700138	results/prompt_txt/Prompt1_fr.txt	0	0	contenant données Différence matériau bois fin
10700139	results/prompt_txt/Prompt1_fr.txt	0	0	g éléments marbre masse éléments éléments heures
10700140	results/prompt_txt/Prompt1_fr.txt	0	0	calcaire informations groupe opération opération
10700141	results/prompt_txt/Prompt1_fr.txt	0	0	contenant groupe données données informations
10700142	results/prompt_txt/Prompt1_fr.txt	0	0	informations étudiants échantillons bois expérience
10700143	results/prompt_txt/Prompt1_fr.txt	0	0	bois eau étudiants marbre marbre matériau calcaire
10700144	results/prompt_txt/Prompt1_fr.txt	0	0	enquête opération contenant bois éléments l’
10700145	results/prompt_txt/Prompt1_fr.txt	0	0	minutes Différence calcaire procédure procédure
10700146	results/prompt_txt/Prompt1_fr.txt	0	0	contenants besoin marbre bois éléments calcaire
10700147	results/prompt_txt/Prompt1_fr.txt	0	0	heures matériau calcaire étudiants contenant
10700148	results/prompt_txt/Prompt1_fr.txt	0	0	besoin minutes données échantillons bois heures
