id	EssaySet	eassay_score	essay_score	EssayText
10700000	results/prompt_txt/Prompt10_fr.txt	0	0	Essai2__| Blanc objet Données verre Procédure
10700001	results/prompt_txt/Prompt10_fr.txt	0	0	% Vair moyenne pot train expérience train EXERCICE
10700002	results/prompt_txt/Prompt10_fr.txt	0	0	ext •Thermomètre étapes étapes Blanc pot air
10700003	results/prompt_txt/Prompt10_fr.txt	0	0	réponse Procédure verre couleurs description
10700004	results/prompt_txt/Prompt10_fr.txt	0	0	° Données l’ Blanc Hypothèse Blanc augmentation
10700005	results/prompt_txt/Prompt10_fr.txt	0	0	essais Hypothèse Température départ intérieur
10700006	results/prompt_txt/Prompt10_fr.txt	0	0	couvercles moyenne EXERCICE Calculer départ Blanc
10700007	results/prompt_txt/Prompt10_fr.txt	0	0	essais lampe Blanc couleurs objet Lampe Lntempérature
10700008	results/prompt_txt/Prompt10_fr.txt	0	0	description lampe pot augmentation verre Configuration
10700009	results/prompt_txt/Prompt10_fr.txt	0	0	couleurs description intérieur augmentation EXERCICE
10700010	results/prompt_txt/Prompt10_fr.txt	0	0	essai température Hypothèse description verre
10700011	results/prompt_txt/Prompt10_fr.txt	0	0	Lntempérature train réponse air Calculer moyenne
10700012	results/prompt_txt/Prompt10_fr.txt	0	0	Données énergie intérieur Essai2__| température
10700013	results/prompt_txt/Prompt10_fr.txt	0	0	couvercle Calculer augmentation peinture Intérieur
10700014	results/prompt_txt/Prompt10_fr.txt	0	0	Essai2__| niche couleur •Thermomètre Configuration
10700015	results/prompt_txt/Prompt10_fr.txt	0	0	description pot l’ Configuration objet couvercle
10700016	results/prompt_txt/Prompt10_fr.txt	0	0	essais objet pot intérieur air charge Configuration
10700017	results/prompt_txt/Prompt10_fr.txt	0	0	essai Procédure couvercles Calculer effet Hypothèse
10700018	results/prompt_txt/Prompt10_fr.txt	0	0	minutes verre couleurs pot effet •Thermomètre
10700019	results/prompt_txt/Prompt10_fr.txt	0	0	expérience essai expérience essai lampe couleurs
10700020	results/prompt_txt/Prompt10_fr.txt	0	0	augmentation effet air Vair Calculer •Thermomètre
10700021	results/prompt_txt/Prompt10_fr.txt	0	0	description objet étapes Question essais a6 niche
10700022	results/prompt_txt/Prompt10_fr.txt	0	0	a6 description Configuration Lampe pot couleur
10700023	results/prompt_txt/Prompt10_fr.txt	0	0	% •Thermomètre couvercles pot thermomètre essais
10700024	results/prompt_txt/Prompt10_fr.txt	0	0	augmentation EXERCICE expérience bocal Table
10700025	results/prompt_txt/Prompt10_fr.txt	0	0	expérience Procédure température Calculer moyenne
10700026	results/prompt_txt/Prompt10_fr.txt	0	0	Données verre peinture température Données couleur
10700027	results/prompt_txt/Prompt10_fr.txt	0	0	thermomètre Données objet énergie intérieur l’
10700028	results/prompt_txt/Prompt10_fr.txt	0	0	Essai2__| résultats Hypothèse bocal moyenne couvercie
10700029	results/prompt_txt/Prompt10_fr.txt	0	0	Procédure étapes bocal Configuration essais couleurs
10700030	results/prompt_txt/Prompt10_fr.txt	0	0	•Quatre Température peinture Hypothèse Lntempérature
10700031	results/prompt_txt/Prompt10_fr.txt	0	0	Table Lntempérature couleur Essai2__| niche Intérieur
10700032	results/prompt_txt/Prompt10_fr.txt	0	0	résultats Hypothèse peinture Essai2__| essais
10700033	results/prompt_txt/Prompt10_fr.txt	0	0	Calculer pot train pot train l’ Procédure Blanc
10700034	results/prompt_txt/Prompt10_fr.txt	0	0	Lampe peinture train intérieur moyenne Intérieur
10700035	results/prompt_txt/Prompt10_fr.txt	0	0	Blanc lampe couvercles description température
10700036	results/prompt_txt/Prompt10_fr.txt	0	0	bocal Température Blanc Question départ •Thermomètre
10700037	results/prompt_txt/Prompt10_fr.txt	0	0	B Lampe expérience moyenne Vair a6 air l’ couleur
10700038	results/prompt_txt/Prompt10_fr.txt	0	0	thermomètre réponse couvercie train Blanc niche
10700039	results/prompt_txt/Prompt10_fr.txt	0	0	Blanc Vair verre description résultats Hypothèse
10700040	results/prompt_txt/Prompt10_fr.txt	0	0	charge centimètres couvercle moyenne étapes couvercles
10700041	results/prompt_txt/Prompt10_fr.txt	0	0	Procédure bocal essai Vair Procédure Données
10700042	results/prompt_txt/Prompt10_fr.txt	0	0	° Essai2__| lampe Essai2__| verre description
10700043	results/prompt_txt/Prompt10_fr.txt	0	0	essais Température Procédure Données Configuration
10700044	results/prompt_txt/Prompt10_fr.txt	0	0	thermomètre minutes •Thermomètre niche moyenne
10700045	results/prompt_txt/Prompt10_fr.txt	0	0	augmentation l’ Question réponse Hypothèse •Quatre
10700046	results/prompt_txt/Prompt10_fr.txt	0	0	étapes départ thermomètre a6 Table couleur couleurs
10700047	results/prompt_txt/Prompt10_fr.txt	0	0	° ext effet peinture Configuration énergie Lntempérature
10700048	results/prompt_txt/Prompt10_fr.txt	0	0	lampe lampe essai charge couvercles intérieur
10700049	results/prompt_txt/Prompt10_fr.txt	0	0	verre Données Hypothèse Vair charge essai Configuration
10700050	results/prompt_txt/Prompt10_fr.txt	0	0	couleur Hypothèse Blanc étapes objet essai Blanc
10700051	results/prompt_txt/Prompt10_fr.txt	0	0	couvercles train Configuration couvercles Calculer
10700052	results/prompt_txt/Prompt10_fr.txt	0	0	résultats énergie Données Hypothèse départ •Thermomètre
10700053	results/prompt_txt/Prompt10_fr.txt	0	0	Données l’ départ EXERCICE augmentation intérieur
10700054	results/prompt_txt/Prompt10_fr.txt	0	0	couvercle •Quatre couvercles couleur Lampe Lampe
10700055	results/prompt_txt/Prompt10_fr.txt	0	0	Blanc niche bocal •Thermomètre départ essais
10700056	results/prompt_txt/Prompt10_fr.txt	0	0	a6 Procédure Température couvercles essais intérieur
10700057	results/prompt_txt/Prompt10_fr.txt	0	0	lampe bocal niche Blanc moyenne Procédure essai
10700058	results/prompt_txt/Prompt10_fr.txt	0	0	EXERCICE intérieur thermomètre Calculer l’ température
10700059	results/prompt_txt/Prompt10_fr.txt	0	0	Table étapes couleur •Thermomètre réponse minutes
10700060	results/prompt_txt/Prompt10_fr.txt	0	0	minutes couleurs Question lampe Procédure objet
10700061	results/prompt_txt/Prompt10_fr.txt	0	0	Lntempérature Calculer Question réponse effet
10700062	results/prompt_txt/Prompt10_fr.txt	0	0	•Quatre résultats thermomètre augmentation ext
10700063	results/prompt_txt/Prompt10_fr.txt	0	0	Essai2__| bocal Question couleur Lntempérature
10700064	results/prompt_txt/Prompt10_fr.txt	0	0	minutes résultats moyenne ext train minutes objet
10700065	results/prompt_txt/Prompt10_fr.txt	0	0	couvercles Hypothèse •Quatre bocal effet objet
10700066	results/prompt_txt/Prompt10_fr.txt	0	0	couvercle couvercles étapes résultats couvercie
10700067	results/prompt_txt/Prompt10_fr.txt	0	0	charge peinture Données température pot •Quatre
10700068	results/prompt_txt/Prompt10_fr.txt	0	0	EXERCICE l’ bocal couvercle Vair charge niche
10700069	results/prompt_txt/Prompt10_fr.txt	0	0	° Intérieur •Thermomètre peinture Hypothèse essais
10700070	results/prompt_txt/Prompt10_fr.txt	0	0	essais description augmentation Données pot énergie
10700071	results/prompt_txt/Prompt10_fr.txt	0	0	_ Lampe thermomètre expérience objet départ ext
10700072	results/prompt_txt/Prompt10_fr.txt	0	0	Lntempérature Lampe couvercle ext couvercle expérience
10700073	results/prompt_txt/Prompt10_fr.txt	0	0	Lntempérature Hypothèse Lntempérature pot •Quatre
10700074	results/prompt_txt/Prompt10_fr.txt	0	0	couleurs couvercie essai intérieur lampe température
10700075	results/prompt_txt/Prompt10_fr.txt	0	0	•Quatre départ peinture départ Procédure •Quatre
10700076	results/prompt_txt/Prompt10_fr.txt	0	0	couvercie Température réponse Essai2__| effet
10700077	results/prompt_txt/Prompt10_fr.txt	0	0	température résultats moyenne centimètres Lampe
10700078	results/prompt_txt/Prompt10_fr.txt	0	0	_ Blanc Vair couleurs moyenne minutes pot Table
10700079	results/prompt_txt/Prompt10_fr.txt	0	0	intérieur énergie résultats Procédure Lntempérature
10700080	results/prompt_txt/Prompt10_fr.txt	0	0	train Configuration intérieur ext Vair intérieur
10700081	results/prompt_txt/Prompt10_fr.txt	0	0	description verre Blanc objet charge couvercles
10700082	results/prompt_txt/Prompt10_fr.txt	0	0	couvercie description Vair Procédure essais peinture
10700083	results/prompt_txt/Prompt10_fr.txt	0	0	a6 température Procédure intérieur Calculer EXERCICE
10700084	results/prompt_txt/Prompt10_fr.txt	0	0	départ Lampe minutes Lampe Table a6 couvercle
10700085	results/prompt_txt/Prompt10_fr.txt	0	0	Données Configuration description départ température
10700086	results/prompt_txt/Prompt10_fr.txt	0	0	départ augmentation essai étapes Lampe Intérieur
10700087	results/prompt_txt/Prompt10_fr.txt	0	0	Table étapes pot résultats couvercle l’ minutes
10700088	results/prompt_txt/Prompt10_fr.txt	0	0	couleurs thermomètre Procédure l’ centimètres
10700089	results/prompt_txt/Prompt10_fr.txt	0	0	lampe étapes train •Quatre bocal couvercle réponse
10700090	results/prompt_txt/Prompt10_fr.txt	0	0	minutes couvercle essais Configuration départ
10700091	results/prompt_txt/Prompt10_fr.txt	0	0	Essai2__| objet EXERCICE centimètres •Quatre
10700092	results/prompt_txt/Prompt10_fr.txt	0	0	train objet thermomètre Intérieur énergie centimètres
10700093	results/prompt_txt/Prompt10_fr.txt	0	0	température Température Lntempérature EXERCICE
10700094	results/prompt_txt/Prompt10_fr.txt	0	0	Hypothèse couvercie minutes peinture Blanc a6
10700095	results/prompt_txt/Prompt10_fr.txt	0	0	l’ résultats •Thermomètre réponse EXERCICE couvercie
10700096	results/prompt_txt/Prompt10_fr.txt	0	0	peinture Hypothèse augmentation charge réponse
10700097	results/prompt_txt/Prompt10_fr.txt	0	0	bocal Procédure résultats Vair centimètres bocal
10700098	results/prompt_txt/Prompt10_fr.txt	0	0	couvercles départ air description peinture Essai2__|
10700099	results/prompt_txt/Prompt10_fr.txt	0	0	niche niche Données résultats minutes Intérieur
10700100	results/prompt_txt/Prompt10_fr.txt	0	0	ext Question ext charge Calculer description
10700101	results/prompt_txt/Prompt10_fr.txt	0	0	réponse réponse effet verre train effet EXERCICE
10700102	results/prompt_txt/Prompt10_fr.txt	0	0	couvercles description thermomètre centimètres
